0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
6.544571e-01  0.000000e+00
7.912979e-01  0.000000e+00
8.974380e-01  0.000000e+00
9.670563e-01  0.000000e+00
9.983215e-01  0.000000e+00
9.899979e-01  0.000000e+00
9.418945e-01  0.000000e+00
8.566666e-01  0.000000e+00
7.374649e-01  0.000000e+00
5.890198e-01  0.000000e+00
4.158249e-01  0.000000e+00
2.273788e-01  0.000000e+00
2.991486e-02  0.000000e+00
-1.687393e-01  0.000000e+00
-3.606949e-01  0.000000e+00
-5.396423e-01  0.000000e+00
-6.957626e-01  0.000000e+00
-8.242874e-01  0.000000e+00
-9.201279e-01  0.000000e+00
-9.797897e-01  0.000000e+00
-1.000000e+00  0.000000e+00
-9.805527e-01  0.000000e+00
-9.222183e-01  0.000000e+00
-8.264542e-01  0.000000e+00
-6.985092e-01  0.000000e+00
-5.428696e-01  0.000000e+00
-3.656998e-01  0.000000e+00
-1.725159e-01  0.000000e+00
2.454376e-02  0.000000e+00
2.221451e-01  0.000000e+00
4.109344e-01  0.000000e+00
5.846710e-01  0.000000e+00
7.338333e-01  0.000000e+00
8.538895e-01  0.000000e+00
9.400787e-01  0.000000e+00
9.892197e-01  0.000000e+00
9.986115e-01  0.000000e+00
9.684067e-01  0.000000e+00
8.997955e-01  0.000000e+00
7.955017e-01  0.000000e+00
6.585083e-01  0.000000e+00
4.963379e-01  0.000000e+00
3.144836e-01  0.000000e+00
1.201553e-01  0.000000e+00
-8.046722e-02  0.000000e+00
-2.763748e-01  0.000000e+00
-4.613266e-01  0.000000e+00
-6.279831e-01  0.000000e+00
-7.707062e-01  0.000000e+00
-8.816833e-01  0.000000e+00
-9.576950e-01  0.000000e+00
-9.957275e-01  0.000000e+00
-9.941177e-01  0.000000e+00
-9.529343e-01  0.000000e+00
-8.739700e-01  0.000000e+00
-7.603455e-01  0.000000e+00
-6.153641e-01  0.000000e+00
-4.469681e-01  0.000000e+00
-2.608566e-01  0.000000e+00
-6.439972e-02  0.000000e+00
1.346130e-01  0.000000e+00
3.282852e-01  0.000000e+00
5.089417e-01  0.000000e+00
6.694107e-01  0.000000e+00
8.033371e-01  0.000000e+00
9.060593e-01  0.000000e+00
9.719391e-01  0.000000e+00
9.992752e-01  0.000000e+00
9.869843e-01  0.000000e+00
9.350128e-01  0.000000e+00
8.462067e-01  0.000000e+00
7.238464e-01  0.000000e+00
5.727844e-01  0.000000e+00
3.975983e-01  0.000000e+00
2.079086e-01  0.000000e+00
9.971619e-03  0.000000e+00
-1.883621e-01  0.000000e+00
-3.806458e-01  0.000000e+00
-5.563278e-01  0.000000e+00
-7.099533e-01  0.000000e+00
-8.354187e-01  0.000000e+00
-9.283295e-01  0.000000e+00
-9.835892e-01  0.000000e+00
-9.998398e-01  0.000000e+00
-9.764404e-01  0.000000e+00
-9.137039e-01  0.000000e+00
-8.150635e-01  0.000000e+00
-6.840973e-01  0.000000e+00
-5.260086e-01  0.000000e+00
-3.470612e-01  0.000000e+00
-1.528397e-01  0.000000e+00
4.447937e-02  0.000000e+00
2.415466e-01  0.000000e+00
4.290314e-01  4.290314e-01
6.007385e-01  6.007385e-01
7.472305e-01  7.472305e-01
8.640976e-01  8.640976e-01
9.466934e-01  9.466934e-01
9.919434e-01  9.919434e-01
9.973679e-01  9.973679e-01
9.632416e-01  9.632416e-01
8.909149e-01  8.909149e-01
7.823029e-01  7.823029e-01
6.433716e-01  6.433716e-01
4.789200e-01  4.789200e-01
2.954865e-01  2.954865e-01
9.880066e-02  9.880066e-02
-1.003342e-01  -1.003342e-01
-2.954865e-01  -2.954865e-01
-4.789276e-01  -4.789276e-01
-6.445465e-01  -6.445465e-01
-7.832642e-01  -7.832642e-01
-8.909225e-01  -8.909225e-01
-9.632492e-01  -9.632492e-01
-9.973755e-01  -9.973755e-01
-9.917526e-01  -9.917526e-01
-9.467010e-01  -9.467010e-01
-8.641052e-01  -8.641052e-01
-7.472382e-01  -7.472382e-01
-5.995178e-01  -5.995178e-01
