0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 7.573395e-01
0.000000e+00 8.656387e-01
0.000000e+00 9.441986e-01
0.000000e+00 9.889984e-01
0.000000e+00 9.991837e-01
0.000000e+00 9.738922e-01
0.000000e+00 9.146271e-01
0.000000e+00 8.225403e-01
0.000000e+00 7.023392e-01
0.000000e+00 5.563202e-01
0.000000e+00 3.905487e-01
0.000000e+00 2.124100e-01
0.000000e+00 2.530670e-02
0.000000e+00 -1.611710e-01
0.000000e+00 -3.434601e-01
0.000000e+00 -5.122452e-01
0.000000e+00 -6.642685e-01
0.000000e+00 -7.927094e-01
0.000000e+00 -8.923111e-01
0.000000e+00 -9.611588e-01
0.000000e+00 -9.957275e-01
0.000000e+00 -9.953690e-01
0.000000e+00 -9.600906e-01
0.000000e+00 -8.905716e-01
0.000000e+00 -7.894287e-01
0.000000e+00 -6.613998e-01
0.000000e+00 -5.089417e-01
0.000000e+00 -3.398590e-01
0.000000e+00 -1.573868e-01
0.000000e+00 2.914429e-02
0.000000e+00 2.146530e-01
0.000000e+00 3.940811e-01
0.000000e+00 5.582352e-01
0.000000e+00 7.039795e-01
0.000000e+00 8.238525e-01
0.000000e+00 9.155579e-01
0.000000e+00 9.747543e-01
0.000000e+00 9.992752e-01
0.000000e+00 9.886551e-01
0.000000e+00 9.434357e-01
0.000000e+00 8.644791e-01
0.000000e+00 7.558365e-01
0.000000e+00 6.195755e-01
0.000000e+00 4.613190e-01
0.000000e+00 2.881470e-01
0.000000e+00 1.033783e-01
0.000000e+00 -8.352661e-02
0.000000e+00 -2.689972e-01
0.000000e+00 -4.449081e-01
0.000000e+00 -6.038055e-01
0.000000e+00 -7.426300e-01
0.000000e+00 -8.542938e-01
0.000000e+00 -9.366379e-01
0.000000e+00 -9.854660e-01
0.000000e+00 -9.998398e-01
0.000000e+00 -9.787064e-01
0.000000e+00 -9.234009e-01
0.000000e+00 -8.349991e-01
0.000000e+00 -7.180099e-01
0.000000e+00 -5.746765e-01
0.000000e+00 -4.123383e-01
0.000000e+00 -2.341003e-01
0.000000e+00 -4.754639e-02
0.000000e+00 1.376495e-01
0.000000e+00 3.210297e-01
0.000000e+00 4.916687e-01
0.000000e+00 6.463013e-01
0.000000e+00 7.779846e-01
0.000000e+00 8.813171e-01
0.000000e+00 9.543152e-01
0.000000e+00 9.932480e-01
0.000000e+00 9.973679e-01
0.000000e+00 9.664612e-01
0.000000e+00 9.011307e-01
0.000000e+00 8.037949e-01
0.000000e+00 6.790390e-01
0.000000e+00 5.292664e-01
0.000000e+00 3.621216e-01
0.000000e+00 1.808167e-01
0.000000e+00 -5.371094e-03
0.000000e+00 -1.928787e-01
0.000000e+00 -3.735428e-01
0.000000e+00 -5.396423e-01
0.000000e+00 -6.880112e-01
0.000000e+00 -8.110428e-01
0.000000e+00 -9.063873e-01
0.000000e+00 -9.695511e-01
0.000000e+00 -9.981918e-01
0.000000e+00 -9.917526e-01
0.000000e+00 -9.505844e-01
0.000000e+00 -8.754578e-01
0.000000e+00 -7.702179e-01
0.000000e+00 -6.368942e-01
0.000000e+00 -4.809494e-01
-3.093872e-01 -3.093872e-01
-1.254883e-01 -1.254883e-01
5.979919e-02 5.979919e-02
2.460098e-01 2.460098e-01
4.220963e-01 4.220963e-01
5.846710e-01 5.846710e-01
7.264938e-01 7.264938e-01
8.416824e-01 8.416824e-01
9.280396e-01 9.280396e-01
9.811401e-01 9.811401e-01
9.999771e-01 9.999771e-01
9.832993e-01 9.832993e-01
9.322662e-01 9.322662e-01
8.478394e-01 8.478394e-01
7.343521e-01 7.343521e-01
5.939713e-01 5.939713e-01
4.338760e-01 4.338760e-01
2.571487e-01 2.571487e-01
7.128143e-02 7.128143e-02
-1.155853e-01 -1.155853e-01
-2.998810e-01 -2.998810e-01
-4.721832e-01 -4.721832e-01
-6.291733e-01 -6.291733e-01
-7.628326e-01 -7.628326e-01
-8.705902e-01 -8.705902e-01
-9.474411e-01 -9.474411e-01
